#{"t_start": 1789608415.906354, "env_id": "None"}
r,l,t
118.4,16,18.339149
118.5,15,18.340547
104.0,10,18.341462
118.9,11,18.342441
118.8,12,18.343627
118.9,11,18.344658
118.8,12,18.345757
118.2,18,18.347468
104.0,10,18.348585
133.7,13,18.349829
104.0,10,18.350774
104.0,10,18.351796
104.0,10,18.352731
104.0,10,18.353659
118.6,14,18.354907
103.9,11,18.35593
118.9,11,18.356919
118.7,13,18.358102
104.0,10,18.359011
118.6,14,18.36031
118.9,11,18.361295
118.8,12,18.362377
118.9,11,18.363447
118.8,12,18.36456
118.7,13,18.365772
103.9,11,18.366788
104.0,10,18.367732
104.0,10,18.368629
118.4,16,18.370071
118.6,14,18.371335
118.6,14,18.372729
118.7,13,18.374022
118.8,12,18.375143
103.7,13,18.376398
118.8,12,18.377494
118.6,14,18.378789
118.3,17,18.380357
104.0,10,18.381286
118.4,16,18.382754
118.8,12,18.383896
118.7,13,18.385085
118.7,13,18.386279
103.7,13,18.38748
118.4,16,18.388926
133.6,14,18.390211
118.5,15,18.391609
118.7,13,18.392809
118.9,11,18.39381
103.5,15,18.395193
118.7,13,18.3964
104.0,10,18.397321
118.8,12,18.398405
104.0,10,18.39933
118.8,12,18.400547
118.8,12,18.401694
118.6,14,18.403037
133.6,15,18.404427
118.5,15,18.405795
118.6,14,18.407085
118.2,18,18.408713
118.8,12,18.409831
118.6,14,18.411107
118.5,15,18.412466
103.9,11,18.413468
104.0,10,18.414374
118.7,13,18.415553
118.7,13,18.416756
103.4,16,18.418216
104.0,10,18.419122
104.0,10,18.420029
104.0,10,18.420942
103.9,11,18.421937
104.0,10,18.422847
118.7,13,18.42403
118.6,14,18.425294
118.8,12,18.426404
118.4,16,18.427859
104.0,10,18.428773
103.7,14,18.430042
104.0,10,18.430955
104.0,10,18.431866
118.8,12,18.432955
118.8,12,18.434047
104.0,10,18.434963
118.3,17,18.436493
118.9,12,18.437585
133.5,15,18.438943
118.3,17,18.440481
118.6,14,18.441746
133.6,14,18.443005
104.0,10,18.443905
118.8,12,18.444989
118.8,12,18.446072
118.8,12,18.447154
118.4,16,18.44859
118.9,11,18.449592
104.0,10,18.450492
104.0,10,18.451391
103.9,11,18.452377
118.9,11,18.453365
118.7,13,18.454545
104.0,10,18.455447
118.9,11,18.45644
118.4,16,18.45787
104.0,10,18.458775
104.0,10,18.459679
104.0,10,18.460583
118.9,11,18.461572
118.4,16,18.462996
133.4,16,18.464432
118.9,11,18.465432
118.6,14,18.466695
104.0,10,18.467602
118.8,12,18.468688
118.5,15,18.470035
118.9,11,18.471024
104.0,10,18.471931
104.0,10,18.666803
118.9,11,18.667923
118.7,13,18.669138
118.8,12,18.670252
118.9,11,18.671273
118.6,14,18.672556
104.0,10,18.673474
118.7,13,18.674654
118.5,15,18.676017
118.8,12,18.677117
104.0,10,18.678033
118.8,12,18.67913
118.9,11,18.680135
118.9,11,18.681135
118.7,13,18.682321
118.5,15,18.683682
103.9,11,18.684677
118.6,14,18.685986
118.8,12,18.687243
118.9,11,18.688294
104.0,10,18.689285
118.4,16,18.690752
118.9,11,18.691791
118.3,17,18.693351
118.8,12,18.694451
104.0,10,18.695523
118.5,15,18.696963
104.0,10,18.697898
118.2,18,18.699606
118.5,15,18.700972
118.6,14,18.702244
104.0,10,18.703167
118.3,17,18.704694
118.5,15,18.706054
104.0,10,18.706967
118.8,12,18.708213
118.8,12,18.70937
103.9,11,18.710424
118.9,11,18.711552
104.0,10,18.712512
118.9,11,18.713542
118.8,12,18.714642
104.0,10,18.7156
118.6,14,18.71689
118.8,12,18.718026
118.9,11,18.719052
133.8,12,18.720142
104.0,10,18.721076
118.8,12,18.722175
133.8,12,18.723283
104.0,10,18.724237
118.6,14,18.725524
104.0,10,18.726427
118.5,15,18.727819
118.6,14,18.729095
118.8,12,18.730194
118.7,13,18.731431
118.5,15,18.732825
118.3,17,18.734395
118.4,16,18.735865
118.2,18,18.73751
118.9,11,18.738512
118.1,19,18.740349
104.0,10,18.741304
118.7,13,18.742496
104.0,10,18.743514
104.0,10,18.7445
118.2,18,18.746186
104.0,10,18.74713
118.6,14,18.748415
118.7,13,18.749631
104.0,10,18.750551
118.4,16,18.752016
118.9,11,18.753024
118.8,12,18.754133
118.9,11,18.755142
118.7,13,18.756414
118.9,11,18.757483
118.9,11,18.75848
118.3,17,18.760048
104.0,10,18.760953
118.7,13,18.762146
118.3,17,18.763695
104.0,10,18.764599
118.9,11,18.76562
103.9,11,18.766611
118.4,16,18.768165
118.8,12,18.769283
104.0,10,18.77021
118.6,14,18.77151
118.9,11,18.772505
118.7,13,18.773701
118.8,12,18.774777
104.0,10,18.775704
104.0,10,18.776618
118.9,11,18.777624
118.6,14,18.778894
104.0,10,18.77982
118.7,13,18.780979
118.9,11,18.781984
118.7,13,18.783167
104.0,10,18.784205
118.4,16,18.78573
118.5,15,18.787249
118.3,17,18.788833
104.0,10,18.789741
118.9,11,18.79076
118.8,12,18.791856
104.0,10,18.792778
118.8,12,18.793867
118.9,11,18.794866
118.6,15,18.796223
118.7,13,18.797401
118.4,16,18.79885
118.8,12,18.799955
104.0,10,18.800879
118.5,15,18.802233
104.0,10,18.803143
118.9,11,18.804146
118.8,12,18.805228
118.2,18,18.806846
118.5,15,18.808208
118.2,18,18.809853
118.9,11,18.810861
118.8,12,18.811942
104.0,10,18.812851
104.0,10,18.813753
118.9,11,18.814745
118.9,11,18.815743
118.8,12,18.816826
118.5,15,18.818178
104.0,10,18.819083
118.6,14,18.820366
118.8,12,18.821446
104.0,10,18.822349
118.8,12,18.82343
118.8,12,18.824524
133.3,17,18.826042
118.7,13,18.827213
118.5,15,18.828566
118.8,12,18.829651
104.0,10,18.830562
118.7,13,18.83174
104.0,10,18.832644
118.6,14,18.833907
118.6,14,18.835171
118.9,11,18.836173
104.0,10,18.837081
118.4,16,18.838516
118.9,11,18.839521
118.8,12,18.8406
118.8,12,18.841686
118.7,13,18.842854
118.9,11,18.843854
104.0,10,18.844759
118.2,18,18.846375
103.9,11,18.847371
118.6,14,18.848633
104.0,10,18.849542
118.4,16,18.850972
118.9,11,18.851973
118.8,12,18.853058
118.3,17,18.854585
118.8,12,18.85567
104.0,10,19.050609
118.4,16,19.05209
118.9,11,19.053097
104.0,10,19.054008
118.9,11,19.055005
104.0,10,19.055906
118.3,17,19.057426
118.8,12,19.058506
104.0,10,19.059406
104.0,10,19.060309
118.8,12,19.061381
118.8,12,19.062455
104.0,10,19.063355
118.7,13,19.064518
118.3,17,19.06603
118.8,12,19.067104
104.0,10,19.067999
118.6,14,19.069406
118.5,15,19.070967
118.7,13,19.072193
118.9,11,19.073323
118.7,14,19.074642
118.4,16,19.076142
104.0,10,19.077085
104.0,10,19.078016
133.4,16,19.079562
118.9,11,19.080595
103.9,11,19.081628
118.3,17,19.083354
118.5,15,19.084766
118.4,16,19.08624
104.0,10,19.087245
118.3,17,19.088842
118.2,18,19.090477
104.0,10,19.091468
133.3,17,19.093077
133.7,13,19.094302
118.3,17,19.096051
104.0,10,19.097041
103.5,15,19.098444
118.3,17,19.100062
118.5,15,19.101485
118.9,11,19.102508
103.9,11,19.10354
103.8,12,19.104654
118.9,11,19.1057
118.3,17,19.107298
118.5,15,19.108671
133.6,14,19.109943
118.9,11,19.110969
104.0,10,19.111917
118.8,12,19.113018
118.6,14,19.114317
104.0,10,19.115358
118.3,16,19.116858
103.9,11,19.117891
103.8,12,19.118984
104.0,10,19.119898
133.7,13,19.121073
118.8,12,19.122159
104.0,10,19.123134
118.5,15,19.124564
118.8,12,19.125653
118.9,11,19.126742
118.8,12,19.127903
118.2,18,19.129574
103.9,11,19.130585
118.6,14,19.131903
104.0,10,19.132832
118.3,17,19.13441
118.8,12,19.135535
103.9,11,19.136543
118.4,16,19.138037
104.0,10,19.138961
118.1,19,19.140701
118.9,11,19.141733
104.0,10,19.142662
118.8,12,19.143799
118.9,11,19.144818
118.8,12,19.145942
104.0,10,19.146882
103.9,11,19.147906
103.9,11,19.148911
104.0,10,19.149855
104.0,10,19.150783
118.3,17,19.152464
118.9,11,19.153514
104.0,10,19.154436
118.8,12,19.155562
104.0,10,19.156474
118.6,14,19.157785
118.6,14,19.159077
104.0,10,19.16002
118.9,11,19.161026
118.9,11,19.162044
118.6,14,19.163328
133.1,19,19.165039
104.0,10,19.165965
118.8,12,19.167099
118.5,15,19.168456
104.0,10,19.169387
118.5,15,19.170901
104.0,10,19.171863
118.3,17,19.173421
118.8,12,19.174533
118.6,14,19.175807
118.2,18,19.177475
118.5,15,19.178837
118.8,12,19.179926
118.7,13,19.181102
118.8,12,19.182199
133.3,17,19.183759
118.7,13,19.18493
118.4,16,19.186379
147.8,22,19.188359
118.9,11,19.189381
118.9,11,19.190401
118.7,13,19.191584
118.1,19,19.193324
118.5,15,19.194687
118.7,13,19.19587
118.7,13,19.197052
118.9,11,19.198058
118.4,16,19.199507
118.8,12,19.200606
118.7,13,19.201781
118.8,12,19.202877
118.4,16,19.204325
118.9,11,19.205324
118.7,13,19.206505
133.6,14,19.207789
104.0,10,19.208704
118.1,19,19.210414
118.4,16,19.211858
104.0,10,19.212773
118.7,13,19.213951
118.7,13,19.215125
118.3,17,19.21666
118.4,16,19.218104
104.0,10,19.219017
118.1,19,19.220723
104.0,10,19.221641
104.0,10,19.222553
104.0,10,19.223455
118.8,12,19.224539
118.4,16,19.225982
118.7,13,19.22717
118.8,12,19.228255
118.9,11,19.229253
104.0,10,19.230159
118.9,11,19.231174
104.0,10,19.232084
104.0,10,19.232994
118.7,13,19.234172
118.7,13,19.235348
118.8,12,19.236441
118.6,14,19.237701
118.5,15,19.239057
118.6,14,19.434361
104.0,10,19.43531
118.3,17,19.43687
118.8,12,19.437965
103.2,18,19.439599
118.8,12,19.4407
118.7,13,19.441903
104.0,10,19.442817
118.7,13,19.444004
118.7,13,19.445177
104.0,10,19.44609
148.0,20,19.447912
118.7,13,19.449236
118.1,19,19.451044
118.2,18,19.452711
118.9,11,19.453743
118.6,14,19.455006
118.7,13,19.456199
118.8,12,19.457288
103.9,11,19.458379
118.8,12,19.459515
118.9,11,19.460524
118.6,14,19.461825
104.0,10,19.462735
133.7,13,19.463952
118.8,12,19.465049
118.2,18,19.466723
118.9,11,19.467752
118.4,16,19.469217
104.0,10,19.470293
118.6,14,19.471648
118.9,11,19.472683
118.8,12,19.473825
104.0,10,19.474756
118.4,16,19.476242
118.3,17,19.478064
118.4,16,19.479619
118.8,12,19.480713
118.6,14,19.48208
118.4,16,19.483595
104.0,10,19.484534
104.0,10,19.485465
118.7,13,19.486651
118.9,11,19.487662
118.7,13,19.48883
104.0,10,19.489762
103.9,11,19.490781
118.7,13,19.491962
118.9,11,19.492954
103.9,11,19.494004
104.0,10,19.494926
118.1,19,19.496641
118.2,18,19.498324
118.7,13,19.499515
118.6,14,19.500803
118.7,13,19.501994
103.9,11,19.50298
104.0,10,19.503898
118.9,11,19.504884
118.5,15,19.506232
104.0,10,19.507146
118.2,18,19.508755
133.7,13,19.509946
118.6,14,19.51123
118.4,16,19.512672
103.0,20,19.514525
118.8,12,19.515619
103.9,11,19.516612
104.0,10,19.517536
118.6,14,19.518789
133.4,16,19.52023
103.9,11,19.521227
118.5,15,19.522586
118.8,12,19.523678
118.8,12,19.524762
104.0,10,19.525746
118.7,13,19.527014
104.0,10,19.527955
104.0,10,19.528905
118.7,13,19.530146
118.6,14,19.531426
103.9,11,19.532437
104.0,10,19.533535
104.0,10,19.534464
118.7,13,19.535666
118.8,12,19.536769
118.7,13,19.537987
104.0,10,19.5389
133.7,13,19.5401
104.0,10,19.541026
118.6,14,19.542325
118.7,13,19.543539
118.7,13,19.544736
118.7,13,19.545972
104.0,10,19.546899
118.9,11,19.547916
118.6,14,19.549213
118.7,13,19.550393
103.9,11,19.551385
104.0,10,19.552287
118.4,16,19.55373
104.0,10,19.554628
104.0,10,19.555521
118.5,15,19.556854
104.0,10,19.557776
118.9,11,19.558758
104.0,10,19.559664
104.0,10,19.560571
103.9,11,19.561553
118.5,15,19.562885
118.8,12,19.563956
104.0,10,19.564853
118.5,15,19.566197
118.8,12,19.567296
104.0,10,19.568193
118.3,17,19.569697
118.6,14,19.570949
118.7,13,19.572106
118.9,11,19.573088
118.7,13,19.574256
118.9,11,19.575236
104.0,10,19.576132
118.9,11,19.577135
104.0,10,19.578029
118.3,17,19.579534
118.2,18,19.581117
118.3,16,19.582536
118.1,19,19.584221
104.0,10,19.585108
118.8,12,19.586185
104.0,10,19.587077
104.0,10,19.587971
104.0,10,19.588866
118.8,12,19.589932
104.0,10,19.590842
118.1,19,19.592523
104.0,10,19.593417
118.2,18,19.595006
118.6,14,19.596254
118.1,19,19.597935
118.8,12,19.599007
118.9,11,19.599995
104.0,10,19.600891
118.6,14,19.602142
104.0,10,19.60303
118.9,11,19.60401
118.8,12,19.60508
104.0,10,19.605977
118.7,13,19.607143
118.7,13,19.608312
118.8,12,19.609381
118.6,14,19.610618
118.9,11,19.611602
118.5,15,19.612925
103.9,11,19.61391
118.8,12,19.61498
133.5,15,19.616317
118.9,11,19.617308
118.2,18,19.618918
118.5,15,19.620248
118.9,11,19.621224
118.8,12,19.815771
104.0,10,19.816705
118.9,11,19.817716
118.7,13,19.818894
118.2,18,19.820503
118.7,13,19.821663
118.4,16,19.823086
118.4,16,19.824519
104.0,10,19.825417
118.3,17,19.826913
118.8,12,19.827977
104.0,10,19.828873
118.9,11,19.829853
104.0,10,19.830744
118.6,14,19.831989
118.7,13,19.833144
104.0,10,19.834043
118.8,12,19.835142
118.7,13,19.836355
104.0,10,19.837243
104.0,10,19.838153
118.9,11,19.83913
118.9,11,19.840107
118.5,15,19.841465
118.9,11,19.842446
104.0,10,19.843345
104.0,10,19.844271
118.9,11,19.845242
118.5,15,19.846576
104.0,10,19.847465
118.7,13,19.848637
118.5,15,19.849976
118.6,14,19.851218
104.0,10,19.852126
102.9,21,19.854137
103.9,11,19.855167
118.9,11,19.85619
133.8,12,19.857271
118.2,18,19.85889
118.5,15,19.860336
118.9,11,19.861349
118.6,14,19.862608
118.5,15,19.86395
118.6,14,19.865216
104.0,10,19.866132
118.8,12,19.867227
118.7,13,19.868517
118.9,11,19.869592
118.7,13,19.870855
104.0,10,19.871808
104.0,10,19.872763
118.6,14,19.874083
118.8,12,19.875181
118.6,14,19.876607
103.9,11,19.877708
118.9,11,19.87876
118.6,14,19.88008
104.0,10,19.881144
104.0,10,19.882044
118.8,12,19.883145
104.0,10,19.884055
118.9,11,19.885048
118.9,11,19.886035
104.0,10,19.886935
104.0,10,19.887824
118.6,14,19.88922
118.1,19,19.891005
118.9,11,19.892036
133.8,12,19.893155
118.9,11,19.894144
118.8,12,19.895225
118.1,19,19.896929
104.0,10,19.897823
133.6,14,19.8991
118.2,18,19.90076
118.6,14,19.902016
118.7,13,19.903187
118.5,15,19.904544
118.8,12,19.905612
118.8,12,19.906706
118.7,13,19.907889
104.0,10,19.908798
118.8,12,19.909903
104.0,10,19.91083
133.2,18,19.91246
104.0,10,19.913372
104.0,10,19.914281
118.7,13,19.915454
104.0,10,19.916551
118.9,11,19.91761
104.0,10,19.918528
118.5,15,19.919877
118.9,11,19.920984
104.0,10,19.921951
118.2,18,19.923632
104.0,10,19.924632
104.0,10,19.925556
118.9,11,19.926613
118.9,11,19.927628
118.5,15,19.929091
104.0,10,19.930066
118.8,12,19.931217
118.3,17,19.93283
104.0,10,19.933765
118.7,13,19.935011
118.6,14,19.936304
118.6,14,19.937603
118.8,12,19.938705
118.6,14,19.939985
118.8,12,19.941095
103.9,11,19.942096
118.8,12,19.943216
118.6,14,19.944511
118.3,17,19.946048
118.4,16,19.947516
118.3,17,19.94905
118.9,11,19.950071
118.6,14,19.951356
148.4,16,19.952792
118.7,13,19.953983
118.3,17,19.955521
118.7,13,19.956724
104.0,10,19.957657
118.5,15,19.959023
118.4,16,19.960507
118.2,18,19.962134
104.0,10,19.963037
133.1,19,19.964753
103.9,11,19.965757
133.6,14,19.967036
118.9,11,19.968036
118.4,16,19.969491
118.7,13,19.97068
118.6,14,19.971958
118.9,11,19.972966
118.7,13,19.974171
133.5,15,19.975532
103.9,11,19.976539
118.8,12,19.977628
104.0,10,19.978539
118.2,18,19.980163
104.0,10,19.981078
118.4,16,19.98253
104.0,10,19.983448
118.7,13,19.984621
118.9,11,19.98562
104.0,10,19.986524
118.7,13,19.987704
118.5,15,19.989065
103.9,11,19.990069
118.5,15,19.99143
104.0,10,19.992343
118.6,14,19.993615
133.6,14,19.994891
118.7,13,19.996076
118.5,15,19.997433
118.7,13,19.998616
118.8,12,19.999705
118.9,11,20.000709
118.8,12,20.001801
104.0,10,20.00271
118.7,13,20.198044
118.9,11,20.199074
118.8,12,20.200159
118.6,14,20.201419
118.4,16,20.202845
104.0,10,20.20374
104.0,10,20.204638
118.5,15,20.205974
103.7,13,20.207131
104.0,10,20.208024
104.0,10,20.20892
118.8,12,20.20999
118.8,12,20.211059
118.9,11,20.212038
118.9,11,20.213016
133.0,20,20.214778
118.9,11,20.21578
118.5,15,20.217169
118.6,14,20.218442
104.0,10,20.219359
118.3,17,20.220972
104.0,10,20.221948
118.6,14,20.223245
118.5,15,20.224627
104.0,10,20.225579
104.0,10,20.226495
118.9,11,20.227519
118.5,15,20.228895
118.3,17,20.230424
118.5,15,20.231792
104.0,10,20.232867
133.1,19,20.234801
118.5,15,20.236202
118.7,13,20.237446
118.5,15,20.238833
104.0,10,20.239762
118.6,14,20.241096
118.3,17,20.24267
118.7,13,20.243894
118.7,13,20.245142
118.6,14,20.246428
118.2,18,20.24808
104.0,10,20.249044
118.2,18,20.250691
118.2,18,20.252343
118.5,15,20.253833
118.6,14,20.255167
103.9,11,20.256164
118.5,15,20.257568
104.0,10,20.258474
118.9,11,20.259471
104.0,10,20.260393
118.6,14,20.261787
118.7,13,20.262991
104.0,10,20.263942
118.3,17,20.265742
118.8,12,20.266951
104.0,10,20.267915
118.9,11,20.268964
104.0,10,20.269882
118.7,13,20.271096
118.6,14,20.272361
118.6,14,20.273677
104.0,10,20.274598
118.9,11,20.275609
118.4,16,20.277095
104.0,10,20.278033
104.0,10,20.278954
118.9,11,20.279965
118.9,11,20.281044
118.6,14,20.282382
118.5,15,20.283791
118.9,11,20.284798
133.6,14,20.286064
118.6,14,20.287337
118.6,14,20.28859
118.9,11,20.2896
118.8,12,20.290668
133.6,14,20.291916
118.6,14,20.293227
118.5,15,20.294566
103.4,16,20.295992
118.6,14,20.297257
104.0,10,20.298152
118.6,14,20.299416
118.5,15,20.300783
118.7,13,20.301959
118.4,16,20.30338
133.6,14,20.304626
118.2,18,20.306242
133.8,12,20.307325
118.9,11,20.308301
104.0,10,20.30929
118.7,13,20.310558
118.3,17,20.312179
118.2,18,20.313879
103.3,17,20.315429
118.3,17,20.317007
118.6,14,20.318308
104.0,10,20.319206
104.0,10,20.320103
104.0,10,20.320998
104.0,10,20.321894
104.0,10,20.322782
118.8,12,20.323884
104.0,10,20.324774
104.0,10,20.325662
104.0,10,20.326578
103.9,11,20.327563
104.0,10,20.328445
118.9,11,20.329418
104.0,10,20.330306
103.9,11,20.331278
118.9,11,20.332248
118.9,11,20.333252
104.0,10,20.334145
118.9,11,20.335117
118.4,16,20.336519
103.9,11,20.337492
118.6,14,20.33873
118.9,11,20.339706
118.2,18,20.341306
118.9,11,20.342276
118.8,12,20.343375
104.0,10,20.344268
118.6,14,20.345505
118.9,11,20.346479
118.5,15,20.3478
118.8,12,20.348862
118.7,13,20.350012
104.0,10,20.350896
118.9,11,20.351872
118.7,13,20.353033
118.9,11,20.354009
104.0,10,20.354891
118.8,12,20.355951
118.7,13,20.357118
104.0,10,20.35801
104.0,10,20.358893
104.0,10,20.359785
118.7,13,20.360929
118.6,14,20.362165
118.2,18,20.363747
118.7,13,20.364892
118.4,16,20.366301
118.6,14,20.367529
118.7,13,20.368672
118.8,12,20.369723
104.0,10,20.370623
118.2,18,20.372209
103.7,13,20.373349
118.9,11,20.374321
103.4,16,20.375728
104.0,10,20.376618
118.7,13,20.377765
104.0,10,20.378653
118.5,15,20.379971
118.6,14,20.381215
104.0,10,20.382102
118.7,13,20.383246
118.7,13,20.580417
118.1,19,20.582223
118.7,13,20.583431
118.5,15,20.584805
118.5,15,20.586181
118.6,14,20.587465
118.5,15,20.58884
104.0,10,20.58977
104.0,10,20.590691
118.6,14,20.591967
118.3,17,20.593511
104.0,10,20.594432
104.0,10,20.595351
104.0,10,20.596275
103.6,14,20.597543
133.6,14,20.598812
118.7,13,20.600003
104.0,10,20.600954
104.0,10,20.601992
133.5,15,20.603403
118.4,16,20.604916
104.0,10,20.605861
104.0,10,20.606924
104.0,10,20.60789
118.6,14,20.609211
104.0,10,20.610159
118.9,11,20.611186
104.0,10,20.612127
104.0,10,20.613063
118.8,12,20.614188
118.5,15,20.615572
104.0,10,20.616517
118.4,16,20.617987
118.3,17,20.619625
118.9,11,20.620666
118.9,11,20.621672
118.9,11,20.622693
118.9,11,20.623688
104.0,10,20.624604
118.6,14,20.625874
118.4,16,20.627335
118.8,12,20.628413
118.8,12,20.629513
118.3,17,20.631075
104.0,10,20.631991
104.0,10,20.63292
118.9,11,20.633937
118.5,15,20.635299
133.6,14,20.636586
118.8,12,20.63767
118.5,15,20.639041
118.3,17,20.6406
118.9,11,20.641586
118.7,13,20.642773
118.8,12,20.643847
118.6,14,20.645113
118.9,11,20.646135
118.3,17,20.647692
118.7,13,20.648851
104.0,10,20.649891
104.0,10,20.650857
118.5,15,20.652268
118.1,19,20.653987
118.6,14,20.655291
118.5,15,20.656696
118.8,12,20.657795
118.7,13,20.659118
118.4,16,20.66063
104.0,10,20.661549
133.5,15,20.662932
118.8,12,20.664019
104.0,10,20.664934
104.0,10,20.665833
